 FASTA header,location, IDR start, IDR end
sp|Q9LM91|CCB25_ARATH Cyclin-B2-5 OS=Arabidopsis thaliana OX=3702 GN=CYCB2-5 PE=3 SV=2,N-terminal,1,60
sp|Q9LN86|DRE1F_ARATH Dehydration-responsive element-binding protein 1F OS=Arabidopsis thaliana OX=3702 GN=DREB1F PE=2 SV=1,C-terminal,126,209
sp|Q9LS79|RLP38_ARATH Receptor-like protein 38 OS=Arabidopsis thaliana OX=3702 GN=RLP38 PE=3 SV=1,N-terminal,1,32
tr|Q9LV42|Q9LV42_ARATH Late embryogenesis abundant protein; group 2 OS=Arabidopsis thaliana OX=3702 GN=At3g24605 PE=1 SV=1,N-terminal,1,102
sp|Q9LVP1|TOP3A_ARATH DNA topoisomerase 3-alpha OS=Arabidopsis thaliana OX=3702 GN=TOP3A PE=1 SV=1,middle,739,807
sp|Q9LVP1|TOP3A_ARATH DNA topoisomerase 3-alpha OS=Arabidopsis thaliana OX=3702 GN=TOP3A PE=1 SV=1,C-terminal,843,926
tr|Q9LXZ0|Q9LXZ0_ARATH Serine-rich protein-like protein OS=Arabidopsis thaliana OX=3702 GN=T5P19_150 PE=1 SV=1,IDP,1,110
sp|Q9LZD3|E70A1_ARATH Exocyst complex component EXO70A1 OS=Arabidopsis thaliana OX=3702 GN=EXO70A1 PE=1 SV=1,middle,159,195
sp|Q9M0Y3|ENT3_ARATH Equilibrative nucleotide transporter 3 OS=Arabidopsis thaliana OX=3702 GN=ENT3 PE=1 SV=1,middle,221,251
tr|Q9M107|Q9M107_ARATH Uncharacterized protein AT4g03830 OS=Arabidopsis thaliana OX=3702 GN=At4g03830 PE=4 SV=1,middle,216,437
sp|Q9M126|NAC69_ARATH NAC domain-containing protein 69 OS=Arabidopsis thaliana OX=3702 GN=NAC69 PE=1 SV=1,middle,156,411
tr|Q9M1Y7|Q9M1Y7_ARATH Uncharacterized protein F24G16.140 OS=Arabidopsis thaliana OX=3702 GN=F24G16.140 PE=1 SV=1,N-terminal,1,115
sp|Q9S7M2|TI10B_ARATH Protein TIFY 10B OS=Arabidopsis thaliana OX=3702 GN=TIFY10B PE=1 SV=1,N-terminal,1,119
sp|Q9S7M2|TI10B_ARATH Protein TIFY 10B OS=Arabidopsis thaliana OX=3702 GN=TIFY10B PE=1 SV=1,C-terminal,156,249
tr|Q9SCZ3|Q9SCZ3_ARATH Disease resistance protein (TIR-NBS-LRR class) family OS=Arabidopsis thaliana OX=3702 GN=F26O13.200 PE=4 SV=1,N-terminal,1,79
tr|Q9SCZ3|Q9SCZ3_ARATH Disease resistance protein (TIR-NBS-LRR class) family OS=Arabidopsis thaliana OX=3702 GN=F26O13.200 PE=4 SV=1,C-terminal,1210,1253
sp|Q9SHX9|FB72_ARATH Putative F-box protein At1g65770 OS=Arabidopsis thaliana OX=3702 GN=At1g65770 PE=4 SV=1,N-terminal,1,59
tr|Q9SKH6|Q9SKH6_ARATH Uncharacterized protein At2g11010 OS=Arabidopsis thaliana OX=3702 GN=At2g11010 PE=4 SV=1,middle,516,546
tr|Q9SKH6|Q9SKH6_ARATH Uncharacterized protein At2g11010 OS=Arabidopsis thaliana OX=3702 GN=At2g11010 PE=4 SV=1,C-terminal,643,693
sp|Q9SRT7|COBL1_ARATH COBRA-like protein 1 OS=Arabidopsis thaliana OX=3702 GN=COBL1 PE=2 SV=1,N-terminal,1,33
sp|Q9SSA1|MYB57_ARATH Transcription factor MYB57 OS=Arabidopsis thaliana OX=3702 GN=MYB57 PE=2 SV=1,C-terminal,134,206
sp|Q9SZW4|HMA2_ARATH Cadmium/zinc-transporting ATPase HMA2 OS=Arabidopsis thaliana OX=3702 GN=HMA2 PE=2 SV=1,C-terminal,697,951
sp|Q9ZPY0|DOF25_ARATH Dof zinc finger protein DOF2.5 OS=Arabidopsis thaliana OX=3702 GN=DOF2.5 PE=2 SV=3,N-terminal,1,81
sp|Q9ZPY0|DOF25_ARATH Dof zinc finger protein DOF2.5 OS=Arabidopsis thaliana OX=3702 GN=DOF2.5 PE=2 SV=3,C-terminal,119,369
tr|A0A1I9LQF0|A0A1I9LQF0_ARATH SAUR-like auxin-responsive protein family OS=Arabidopsis thaliana OX=3702 GN=SAUR57 PE=1 SV=1,N-terminal,1,39
tr|A0A1P8AQX1|A0A1P8AQX1_ARATH 2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein OS=Arabidopsis thaliana OX=3702 GN=CP4 PE=4 SV=1,N-terminal,1,44
sp|A0A1P8B8F8|XYN5_ARATH Endo-1;4-beta-xylanase 5 OS=Arabidopsis thaliana OX=3702 GN=XYN5 PE=3 SV=1,N-terminal,1,63
tr|B3H434|B3H434_ARATH Transmembrane protein OS=Arabidopsis thaliana OX=3702 GN=At4g29103 PE=4 SV=1,IDP,1,70
tr|F4IEH1|F4IEH1_ARATH Uncharacterized protein OS=Arabidopsis thaliana OX=3702 GN=At1g44740 PE=4 SV=1,middle,100,211
sp|F4IHS2|SYD_ARATH Chromatin structure-remodeling complex protein SYD OS=Arabidopsis thaliana OX=3702 GN=SYD PE=1 SV=1,middle,75,279
sp|F4IHS2|SYD_ARATH Chromatin structure-remodeling complex protein SYD OS=Arabidopsis thaliana OX=3702 GN=SYD PE=1 SV=1,middle,322,477
sp|F4IHS2|SYD_ARATH Chromatin structure-remodeling complex protein SYD OS=Arabidopsis thaliana OX=3702 GN=SYD PE=1 SV=1,C-terminal,1215,3574
tr|F4J1Q3|F4J1Q3_ARATH Structural maintenance of chromosomes protein OS=Arabidopsis thaliana OX=3702 GN=At3g28925 PE=4 SV=1,N-terminal,1,116
tr|F4J7F3|F4J7F3_ARATH Polyketide cyclase/dehydrase and lipid transport superfamily protein OS=Arabidopsis thaliana OX=3702 GN=At3g11720 PE=1 SV=1,C-terminal,336,596
tr|F4JYH0|F4JYH0_ARATH Transmembrane protein OS=Arabidopsis thaliana OX=3702 GN=MBK23.19 PE=4 SV=1,N-terminal,1,99
sp|F4JZ68|KN7H_ARATH Kinesin-like protein KIN-7H OS=Arabidopsis thaliana OX=3702 GN=KIN7H PE=2 SV=1,middle,432,871
tr|F4K946|F4K946_ARATH Protein kinase superfamily protein OS=Arabidopsis thaliana OX=3702 GN=At5g56890 PE=1 SV=1,N-terminal,1,470
tr|F4K946|F4K946_ARATH Protein kinase superfamily protein OS=Arabidopsis thaliana OX=3702 GN=At5g56890 PE=1 SV=1,middle,590,703
tr|F4K946|F4K946_ARATH Protein kinase superfamily protein OS=Arabidopsis thaliana OX=3702 GN=At5g56890 PE=1 SV=1,C-terminal,1013,1113
sp|F4KBP5|CHR4_ARATH Protein CHROMATIN REMODELING 4 OS=Arabidopsis thaliana OX=3702 GN=CHR4 PE=2 SV=1,N-terminal,1,74
sp|F4KBP5|CHR4_ARATH Protein CHROMATIN REMODELING 4 OS=Arabidopsis thaliana OX=3702 GN=CHR4 PE=2 SV=1,middle,134,544
sp|F4KBP5|CHR4_ARATH Protein CHROMATIN REMODELING 4 OS=Arabidopsis thaliana OX=3702 GN=CHR4 PE=2 SV=1,middle,1166,1704
sp|F4KBP5|CHR4_ARATH Protein CHROMATIN REMODELING 4 OS=Arabidopsis thaliana OX=3702 GN=CHR4 PE=2 SV=1,C-terminal,1755,2223
sp|F4KGY6|RVE1_ARATH Protein REVEILLE 1 OS=Arabidopsis thaliana OX=3702 GN=RVE1 PE=1 SV=1,N-terminal,1,44
sp|F4KGY6|RVE1_ARATH Protein REVEILLE 1 OS=Arabidopsis thaliana OX=3702 GN=RVE1 PE=1 SV=1,C-terminal,105,387
tr|O04342|O04342_ARATH At2g30530/T6B20.12 OS=Arabidopsis thaliana OX=3702 GN=MADA4 PE=1 SV=1,N-terminal,1,166
tr|O22789|O22789_ARATH Uncharacterized protein At2g33390 OS=Arabidopsis thaliana OX=3702 GN=At2g33390 PE=2 SV=1,IDP,1,98
sp|O82259|NET3C_ARATH Protein NETWORKED 3C OS=Arabidopsis thaliana OX=3702 GN=NET3C PE=1 SV=1,middle,82,133
sp|P0CB25|BH131_ARATH Transcription factor bHLH131 OS=Arabidopsis thaliana OX=3702 GN=BHLH131 PE=2 SV=1,N-terminal,1,105
sp|P27140|BCA1_ARATH Beta carbonic anhydrase 1; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=BCA1 PE=1 SV=2,N-terminal,1,64
sp|Q0WPH8|NEK5_ARATH Serine/threonine-protein kinase Nek5 OS=Arabidopsis thaliana OX=3702 GN=NEK5 PE=1 SV=1,middle,271,881
sp|Q5XV40|LAZY1_ARATH Protein LAZY 1 OS=Arabidopsis thaliana OX=3702 GN=LAZY1 PE=1 SV=1,N-terminal,1,274
sp|Q67Y69|WDL7_ARATH Protein WVD2-like 7 OS=Arabidopsis thaliana OX=3702 GN=WDL7 PE=2 SV=1,N-terminal,1,328
sp|Q67Y69|WDL7_ARATH Protein WVD2-like 7 OS=Arabidopsis thaliana OX=3702 GN=WDL7 PE=2 SV=1,C-terminal,381,478
tr|Q681J0|Q681J0_ARATH At5g54095 OS=Arabidopsis thaliana OX=3702 GN=At5g54095 PE=1 SV=1,IDP,1,135
tr|Q6AWX4|Q6AWX4_ARATH RING-type E3 ubiquitin transferase OS=Arabidopsis thaliana OX=3702 GN=ATL88 PE=2 SV=1,N-terminal,1,77
tr|Q84TF7|Q84TF7_ARATH At2g42395 OS=Arabidopsis thaliana OX=3702 GN=At2g42395 PE=1 SV=1,N-terminal,1,39
sp|Q8GWP3|COPT6_ARATH Copper transporter 6 OS=Arabidopsis thaliana OX=3702 GN=COPT6 PE=2 SV=1,N-terminal,1,41
tr|Q8GXX5|Q8GXX5_ARATH At4g00980 OS=Arabidopsis thaliana OX=3702 GN=A_TM018A10.1 PE=1 SV=1,C-terminal,393,488
sp|Q8LBC0|CCT13_ARATH Cyclin-T1-3 OS=Arabidopsis thaliana OX=3702 GN=CYCT1-3 PE=1 SV=2,C-terminal,276,317
sp|Q93WU9|WRK51_ARATH Probable WRKY transcription factor 51 OS=Arabidopsis thaliana OX=3702 GN=WRKY51 PE=1 SV=1,IDP,1,194
sp|Q93Z37|BIG1E_ARATH Protein BIG GRAIN 1-like E OS=Arabidopsis thaliana OX=3702 GN=At1g69160 PE=2 SV=1,IDP,1,321
sp|Q941Q3|C3H37_ARATH Zinc finger CCCH domain-containing protein 37 OS=Arabidopsis thaliana OX=3702 GN=HUA1 PE=1 SV=1,N-terminal,1,143
sp|Q941Q3|C3H37_ARATH Zinc finger CCCH domain-containing protein 37 OS=Arabidopsis thaliana OX=3702 GN=HUA1 PE=1 SV=1,middle,296,338
tr|Q94JX1|Q94JX1_ARATH PHD finger family protein / SWIB complex BAF60b domain-containing protein / GYF domain-containing protein OS=Arabidopsis thaliana OX=3702 GN=At2g18090 PE=1 SV=1,N-terminal,1,78
tr|Q94JX1|Q94JX1_ARATH PHD finger family protein / SWIB complex BAF60b domain-containing protein / GYF domain-containing protein OS=Arabidopsis thaliana OX=3702 GN=At2g18090 PE=1 SV=1,middle,218,292
tr|Q94JX1|Q94JX1_ARATH PHD finger family protein / SWIB complex BAF60b domain-containing protein / GYF domain-containing protein OS=Arabidopsis thaliana OX=3702 GN=At2g18090 PE=1 SV=1,middle,332,455
tr|Q94JX1|Q94JX1_ARATH PHD finger family protein / SWIB complex BAF60b domain-containing protein / GYF domain-containing protein OS=Arabidopsis thaliana OX=3702 GN=At2g18090 PE=1 SV=1,C-terminal,514,824
sp|Q9C615|SYP24_ARATH Putative syntaxin-24 OS=Arabidopsis thaliana OX=3702 GN=SYP24 PE=3 SV=1,C-terminal,319,416
tr|Q9C7W1|Q9C7W1_ARATH Filaggrin-like protein OS=Arabidopsis thaliana OX=3702 GN=PARCL PE=1 SV=1,IDP,1,178
sp|Q9C9Q4|JAC1_ARATH J domain-containing protein required for chloroplast accumulation response 1 OS=Arabidopsis thaliana OX=3702 GN=JAC1 PE=1 SV=1,N-terminal,1,541
sp|Q9FEB5|DSPG4_ARATH Phosphoglucan phosphatase DSP4; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=DSP4 PE=1 SV=1,N-terminal,1,77
sp|Q9FEB5|DSPG4_ARATH Phosphoglucan phosphatase DSP4; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=DSP4 PE=1 SV=1,C-terminal,331,379
tr|Q9FFK2|Q9FFK2_ARATH DNAJ heat shock N-terminal domain-containing protein OS=Arabidopsis thaliana OX=3702 GN=MJJ3.16 PE=2 SV=1,IDP,1,294
sp|Q9FM80|MTEF9_ARATH Transcription termination factor MTERF9; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=MTERF9 PE=2 SV=1,N-terminal,1,162
sp|Q9FN09|NPY3_ARATH Phototropic-responsive NPH3 family protein NPY3 OS=Arabidopsis thaliana OX=3702 GN=NPY3 PE=2 SV=1,C-terminal,477,579
sp|Q9FZ19|PPR5_ARATH Putative pentatricopeptide repeat-containing protein At1g02420 OS=Arabidopsis thaliana OX=3702 GN=At1g02420 PE=3 SV=2,N-terminal,1,46
tr|Q9FZE6|Q9FZE6_ARATH T-box transcription factor; putative (DUF863) OS=Arabidopsis thaliana OX=3702 GN=At1g26620 PE=1 SV=1,C-terminal,55,867
tr|Q9LPC2|Q9LPC2_ARATH At1g01990 OS=Arabidopsis thaliana OX=3702 GN=At1g01990 PE=1 SV=1,N-terminal,1,61
sp|Q9LQM8|M2K10_ARATH Mitogen-activated protein kinase kinase 10 OS=Arabidopsis thaliana OX=3702 GN=MKK10 PE=1 SV=1,N-terminal,1,52
sp|Q9LSK9|Y5566_ARATH Uncharacterized protein At5g65660 OS=Arabidopsis thaliana OX=3702 GN=At5g65660 PE=2 SV=1,IDP,1,136
sp|Q9LY91|AGP6_ARATH Classical arabinogalactan protein 6 OS=Arabidopsis thaliana OX=3702 GN=AGP6 PE=2 SV=1,IDP,1,150
sp|Q9M291|SC24B_ARATH Protein transport protein SEC24 B OS=Arabidopsis thaliana OX=3702 GN=SEC24B PE=2 SV=3,N-terminal,1,360
sp|Q9M9H4|PD338_ARATH Protein PIGMENT DEFECTIVE 338; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=PDE338 PE=1 SV=1,N-terminal,1,148
sp|Q9M9H4|PD338_ARATH Protein PIGMENT DEFECTIVE 338; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=PDE338 PE=1 SV=1,C-terminal,470,500
sp|Q9SIB6|PBL6_ARATH Probable serine/threonine-protein kinase PBL6 OS=Arabidopsis thaliana OX=3702 GN=PBL6 PE=2 SV=1,N-terminal,1,51
sp|Q9SIB6|PBL6_ARATH Probable serine/threonine-protein kinase PBL6 OS=Arabidopsis thaliana OX=3702 GN=PBL6 PE=2 SV=1,C-terminal,382,424
tr|Q9SJ72|Q9SJ72_ARATH Uncharacterized protein At2g04870 OS=Arabidopsis thaliana OX=3702 GN=At2g04870 PE=4 SV=1,IDP,1,72
sp|Q9SJU5|BBX18_ARATH B-box zinc finger protein 18 OS=Arabidopsis thaliana OX=3702 GN=BBX18 PE=1 SV=2,C-terminal,107,172
tr|Q9SRD6|Q9SRD6_ARATH HSP20-like chaperones superfamily protein OS=Arabidopsis thaliana OX=3702 GN=At1g76770 PE=3 SV=1,C-terminal,129,244
tr|Q9SU98|Q9SU98_ARATH At4g26660 OS=Arabidopsis thaliana OX=3702 GN=At4g26660 PE=1 SV=1,N-terminal,1,543
tr|Q9SU98|Q9SU98_ARATH At4g26660 OS=Arabidopsis thaliana OX=3702 GN=At4g26660 PE=1 SV=1,C-terminal,758,806
sp|Q9SVC4|OEP7_ARATH Outer envelope membrane protein 7 OS=Arabidopsis thaliana OX=3702 GN=OEP7 PE=1 SV=1,IDP,1,64
sp|Q9SYB9|UNC_ARATH Serine/threonine-protein kinase UCN OS=Arabidopsis thaliana OX=3702 GN=UNC PE=1 SV=1,middle,185,247
sp|Q9ZUB8|SKI22_ARATH F-box protein SKIP22 OS=Arabidopsis thaliana OX=3702 GN=SKIP22 PE=1 SV=1,middle,82,149
sp|Q9ZUB8|SKI22_ARATH F-box protein SKIP22 OS=Arabidopsis thaliana OX=3702 GN=SKIP22 PE=1 SV=1,C-terminal,402,475
tr|Q9ZVT6|Q9ZVT6_ARATH BSD domain-containing protein OS=Arabidopsis thaliana OX=3702 GN=At1g03350 PE=1 SV=1,N-terminal,1,55
tr|Q9ZVT6|Q9ZVT6_ARATH BSD domain-containing protein OS=Arabidopsis thaliana OX=3702 GN=At1g03350 PE=1 SV=1,middle,119,152
tr|Q9ZVT6|Q9ZVT6_ARATH BSD domain-containing protein OS=Arabidopsis thaliana OX=3702 GN=At1g03350 PE=1 SV=1,C-terminal,250,470
tr|A0A178VY62|A0A178VY62_ARATH TRAF-like family protein OS=Arabidopsis thaliana OX=3702 GN=At2g25320 PE=1 SV=1,N-terminal,1,64
tr|A0A178VY62|A0A178VY62_ARATH TRAF-like family protein OS=Arabidopsis thaliana OX=3702 GN=At2g25320 PE=1 SV=1,middle,708,744
tr|A0A178VY62|A0A178VY62_ARATH TRAF-like family protein OS=Arabidopsis thaliana OX=3702 GN=At2g25320 PE=1 SV=1,middle,846,982
tr|A0A178VY62|A0A178VY62_ARATH TRAF-like family protein OS=Arabidopsis thaliana OX=3702 GN=At2g25320 PE=1 SV=1,middle,1220,1254
tr|A0A178VY62|A0A178VY62_ARATH TRAF-like family protein OS=Arabidopsis thaliana OX=3702 GN=At2g25320 PE=1 SV=1,C-terminal,1614,1674
tr|A0A1P8AV76|A0A1P8AV76_ARATH Dentin sialophosphoprotein OS=Arabidopsis thaliana OX=3702 GN=At1g05087 PE=4 SV=1,C-terminal,112,265
tr|A0A1P8B399|A0A1P8B399_ARATH Transmembrane protein OS=Arabidopsis thaliana OX=3702 GN=At4g38905 PE=1 SV=1,C-terminal,99,236
tr|A0A1P8BFS0|A0A1P8BFS0_ARATH Transmembrane protein OS=Arabidopsis thaliana OX=3702 GN=At5g07165 PE=4 SV=1,IDP,1,189
tr|B3H703|B3H703_ARATH Uncharacterized protein OS=Arabidopsis thaliana OX=3702 GN=At3g53342 PE=4 SV=1,IDP,1,72
sp|F4HQ20|LRL25_ARATH LEAF RUST 10 DISEASE-RESISTANCE LOCUS RECEPTOR-LIKE PROTEIN KINASE-like 2.5 OS=Arabidopsis thaliana OX=3702 GN=LRK10L-2.5 PE=3 SV=1,C-terminal,631,666
tr|F4HSY9|F4HSY9_ARATH F-box protein (DUF295) OS=Arabidopsis thaliana OX=3702 GN=ATFDB4 PE=4 SV=1,N-terminal,1,49
tr|F4I543|F4I543_ARATH Uncharacterized protein OS=Arabidopsis thaliana OX=3702 GN=At1g56423 PE=1 SV=1,C-terminal,213,270
sp|F4IEY4|TRB5_ARATH Telomere repeat-binding factor 5 OS=Arabidopsis thaliana OX=3702 GN=At1g72740 PE=2 SV=1,middle,54,119
sp|F4IEY4|TRB5_ARATH Telomere repeat-binding factor 5 OS=Arabidopsis thaliana OX=3702 GN=At1g72740 PE=2 SV=1,middle,192,225
tr|F4IHN9|F4IHN9_ARATH Acyl-CoA N-acyltransferase with RING/FYVE/PHD-type zinc finger domain-containing protein OS=Arabidopsis thaliana OX=3702 GN=At2g27980 PE=1 SV=1,N-terminal,1,173
tr|F4IHN9|F4IHN9_ARATH Acyl-CoA N-acyltransferase with RING/FYVE/PHD-type zinc finger domain-containing protein OS=Arabidopsis thaliana OX=3702 GN=At2g27980 PE=1 SV=1,middle,209,373
tr|F4IHN9|F4IHN9_ARATH Acyl-CoA N-acyltransferase with RING/FYVE/PHD-type zinc finger domain-containing protein OS=Arabidopsis thaliana OX=3702 GN=At2g27980 PE=1 SV=1,middle,518,600
tr|F4IM67|F4IM67_ARATH Maternal effect embryo arrest protein OS=Arabidopsis thaliana OX=3702 GN=At2g01008 PE=4 SV=1,C-terminal,75,179
sp|F4IP69|MIP3_ARATH Sec1 family domain-containing protein MIP3 OS=Arabidopsis thaliana OX=3702 GN=MIP3 PE=1 SV=1,middle,637,731
tr|F4JJC7|F4JJC7_ARATH NEP-interacting protein; putative (DUF239) OS=Arabidopsis thaliana OX=3702 GN=At4g15053 PE=1 SV=1,N-terminal,1,32
tr|F4JRF6|F4JRF6_ARATH RPA-interacting protein A OS=Arabidopsis thaliana OX=3702 GN=At4g12760 PE=1 SV=1,N-terminal,1,172
sp|F4K0A6|MYO2_ARATH Myosin-2 OS=Arabidopsis thaliana OX=3702 GN=VIII-2 PE=2 SV=1,N-terminal,1,148
sp|F4K0A6|MYO2_ARATH Myosin-2 OS=Arabidopsis thaliana OX=3702 GN=VIII-2 PE=2 SV=1,middle,969,1013
sp|F4K0A6|MYO2_ARATH Myosin-2 OS=Arabidopsis thaliana OX=3702 GN=VIII-2 PE=2 SV=1,C-terminal,1066,1220
tr|F4K4A6|F4K4A6_ARATH Tagatose-6-phosphate ketose/aldose isomerase; putative (Mog1/PsbP/DUF1795-like photosystem II reaction center PsbP family protein) OS=Arabidopsis thaliana OX=3702 GN=At5g27390 PE=1 SV=1,N-terminal,1,32
tr|F4K4W1|F4K4W1_ARATH Kinesin-like protein OS=Arabidopsis thaliana OX=3702 GN=MTE17.24 PE=1 SV=1,N-terminal,1,382
tr|F4K4W1|F4K4W1_ARATH Kinesin-like protein OS=Arabidopsis thaliana OX=3702 GN=MTE17.24 PE=1 SV=1,middle,450,523
tr|F4K4W1|F4K4W1_ARATH Kinesin-like protein OS=Arabidopsis thaliana OX=3702 GN=MTE17.24 PE=1 SV=1,C-terminal,749,805
sp|F4KDA6|LPA2_ARATH Protein LPA2 OS=Arabidopsis thaliana OX=3702 GN=LPA2 PE=2 SV=1,N-terminal,1,108
tr|F4KDR7|F4KDR7_ARATH Uncharacterized protein OS=Arabidopsis thaliana OX=3702 GN=At5g02650 PE=4 SV=1,N-terminal,1,44
tr|O23471|O23471_ARATH Glycine-rich protein homolog OS=Arabidopsis thaliana OX=3702 GN=dl4160c PE=4 SV=1,IDP,1,42
tr|O65369|O65369_ARATH At1g12090/T28K15.14 OS=Arabidopsis thaliana OX=3702 GN=ELP PE=1 SV=1,N-terminal,1,56
sp|O80690|BGL46_ARATH Beta-glucosidase 46 OS=Arabidopsis thaliana OX=3702 GN=BGLU46 PE=1 SV=2,N-terminal,1,31
sp|O82155|DOF17_ARATH Dof zinc finger protein DOF1.7 OS=Arabidopsis thaliana OX=3702 GN=DOF1.7 PE=2 SV=1,N-terminal,1,31
sp|O82155|DOF17_ARATH Dof zinc finger protein DOF1.7 OS=Arabidopsis thaliana OX=3702 GN=DOF1.7 PE=2 SV=1,C-terminal,74,194
sp|P49598|P2C37_ARATH Protein phosphatase 2C 37 OS=Arabidopsis thaliana OX=3702 GN=PP2CA PE=1 SV=1,N-terminal,1,139
tr|Q0WM46|Q0WM46_ARATH Vitellogenin-like protein OS=Arabidopsis thaliana OX=3702 GN=At3g06868 PE=1 SV=1,IDP,1,369
sp|Q0WML0|AB27B_ARATH ABC transporter B family member 27 OS=Arabidopsis thaliana OX=3702 GN=ABCB27 PE=1 SV=1,N-terminal,1,59
tr|Q2V3Q6|Q2V3Q6_ARATH tRNA-intron endonuclease OS=Arabidopsis thaliana OX=3702 GN=At3g45577 PE=4 SV=1,IDP,1,118
tr|Q3E914|Q3E914_ARATH Transcription factor IIS family protein OS=Arabidopsis thaliana OX=3702 GN=At5g27310 PE=4 SV=1,middle,168,256
tr|Q4V3A2|Q4V3A2_ARATH At5g16170 OS=Arabidopsis thaliana OX=3702 GN=At5g16170 PE=1 SV=1,N-terminal,1,131
sp|Q6DBD7|TOD1_ARATH Alkaline ceramidase TOD1 OS=Arabidopsis thaliana OX=3702 GN=TOD1 PE=1 SV=1,N-terminal,1,76
tr|Q7Y224|Q7Y224_ARATH non-specific serine/threonine protein kinase OS=Arabidopsis thaliana OX=3702 GN=PBL29 PE=2 SV=1,N-terminal,1,50
tr|Q84VW1|Q84VW1_ARATH At3g03150 OS=Arabidopsis thaliana OX=3702 GN=At3g03150 PE=1 SV=1,IDP,1,121
sp|Q8L7Y8|KN12B_ARATH Kinesin-like protein KIN-12B OS=Arabidopsis thaliana OX=3702 GN=KIN12B PE=1 SV=1,N-terminal,1,81
sp|Q8L7Y8|KN12B_ARATH Kinesin-like protein KIN-12B OS=Arabidopsis thaliana OX=3702 GN=KIN12B PE=1 SV=1,middle,463,864
sp|Q8L7Y8|KN12B_ARATH Kinesin-like protein KIN-12B OS=Arabidopsis thaliana OX=3702 GN=KIN12B PE=1 SV=1,middle,1011,1044
sp|Q8L7Y8|KN12B_ARATH Kinesin-like protein KIN-12B OS=Arabidopsis thaliana OX=3702 GN=KIN12B PE=1 SV=1,C-terminal,1237,1313
sp|Q8LGN1|GLR14_ARATH Glutamate receptor 1.4 OS=Arabidopsis thaliana OX=3702 GN=GLR1.4 PE=2 SV=2,N-terminal,1,35
tr|Q8S9L2|Q8S9L2_ARATH AT4G31410 protein OS=Arabidopsis thaliana OX=3702 GN=At4g31410 PE=1 SV=1,C-terminal,236,308
tr|Q8VY73|Q8VY73_ARATH Heat shock protein OS=Arabidopsis thaliana OX=3702 GN=At3g22530 PE=1 SV=1,N-terminal,1,33
sp|Q8VZ95|VAP11_ARATH Vesicle-associated protein 1-1 OS=Arabidopsis thaliana OX=3702 GN=PVA11 PE=1 SV=1,N-terminal,1,193
tr|Q93ZD8|Q93ZD8_ARATH AT5g20880/F22D1_50 OS=Arabidopsis thaliana OX=3702 GN=At5g20885 PE=2 SV=1,middle,39,71
sp|Q93ZR3|PR39A_ARATH Pre-mRNA-processing factor 39-1 OS=Arabidopsis thaliana OX=3702 GN=PRP39-1 PE=1 SV=1,N-terminal,1,84
sp|Q93ZR3|PR39A_ARATH Pre-mRNA-processing factor 39-1 OS=Arabidopsis thaliana OX=3702 GN=PRP39-1 PE=1 SV=1,middle,264,316
sp|Q93ZR3|PR39A_ARATH Pre-mRNA-processing factor 39-1 OS=Arabidopsis thaliana OX=3702 GN=PRP39-1 PE=1 SV=1,C-terminal,624,768
sp|Q9C5U2|AHK2_ARATH Histidine kinase 2 OS=Arabidopsis thaliana OX=3702 GN=AHK2 PE=1 SV=1,N-terminal,1,231
sp|Q9CAA4|BIM2_ARATH Transcription factor BIM2 OS=Arabidopsis thaliana OX=3702 GN=BIM2 PE=1 SV=1,N-terminal,1,55
sp|Q9CAA4|BIM2_ARATH Transcription factor BIM2 OS=Arabidopsis thaliana OX=3702 GN=BIM2 PE=1 SV=1,C-terminal,106,311
sp|Q9FGP9|RER1_ARATH Protein RETICULATA-RELATED 1; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=RER1 PE=1 SV=1,N-terminal,1,151
tr|Q9FGZ3|Q9FGZ3_ARATH SIN-like family protein OS=Arabidopsis thaliana OX=3702 GN=At5g49530 PE=1 SV=1,N-terminal,1,118
tr|Q9FGZ3|Q9FGZ3_ARATH SIN-like family protein OS=Arabidopsis thaliana OX=3702 GN=At5g49530 PE=1 SV=1,middle,228,272
tr|Q9FGZ3|Q9FGZ3_ARATH SIN-like family protein OS=Arabidopsis thaliana OX=3702 GN=At5g49530 PE=1 SV=1,middle,485,533
tr|Q9FHY5|Q9FHY5_ARATH At5g41980 OS=Arabidopsis thaliana OX=3702 GN=MJC20.8 PE=1 SV=1,C-terminal,328,374
sp|Q9FII5|TDR_ARATH Leucine-rich repeat receptor-like protein kinase TDR OS=Arabidopsis thaliana OX=3702 GN=TDR PE=1 SV=1,N-terminal,1,43
sp|Q9FII5|TDR_ARATH Leucine-rich repeat receptor-like protein kinase TDR OS=Arabidopsis thaliana OX=3702 GN=TDR PE=1 SV=1,middle,641,700
sp|Q9FKP0|PSRP6_ARATH Large ribosomal subunit protein cL38 OS=Arabidopsis thaliana OX=3702 GN=PSRP6 PE=3 SV=1,IDP,1,106
