IDR ID, asphericity, scaling_exponent,Normalized Rg (A),Normalized Re (A)
sp|Q08298|RD22_ARATH BURP domain protein RD22 OS=Arabidopsis thaliana OX=3702 GN=RD22 PE=2 SV=1_1_109,0.427,0.558,0.07580923517279117,0.09365469749139205
sp|Q0V7V2|P2C42_ARATH Probable protein phosphatase 2C 42 OS=Arabidopsis thaliana OX=3702 GN=PP2C42 PE=1 SV=1_1_46,0.433,0.561,0.020499221282148417,0.03167732415150026
sp|Q39127|TINY_ARATH Ethylene-responsive transcription factor TINY OS=Arabidopsis thaliana OX=3702 GN=TINY PE=2 SV=1_1_42,0.423,0.555,0.018857599865302853,0.028706345302508606
sp|Q39127|TINY_ARATH Ethylene-responsive transcription factor TINY OS=Arabidopsis thaliana OX=3702 GN=TINY PE=2 SV=1_102_218,0.422,0.547,0.0798080565727996,0.0928676832267585
tr|Q3E7N2|Q3E7N2_ARATH Transmembrane protein OS=Arabidopsis thaliana OX=3702 GN=At3g49305 PE=4 SV=1_1_78,0.409,0.54,0.055815128172749084,0.07216920806689622
tr|Q501B3|Q501B3_ARATH At5g61865 OS=Arabidopsis thaliana OX=3702 GN=At5g61865 PE=2 SV=1_315_417,0.403,0.556,0.07458854232436755,0.09001475651746188
sp|Q8H1E6|OFUT9_ARATH O-fucosyltransferase 9 OS=Arabidopsis thaliana OX=3702 GN=OFUT9 PE=2 SV=1_1_50,0.457,0.563,0.03119080692006566,0.04281357599606493
sp|Q8L710|CRK17_ARATH Cysteine-rich receptor-like protein kinase 17 OS=Arabidopsis thaliana OX=3702 GN=CRK17 PE=2 SV=2_265_301,0.446,0.61,0.024203392684261475,0.03673389080177078
sp|Q8L710|CRK17_ARATH Cysteine-rich receptor-like protein kinase 17 OS=Arabidopsis thaliana OX=3702 GN=CRK17 PE=2 SV=2_634_686,0.409,0.546,0.03169592120217199,0.044269552385637
tr|Q8LCC6|Q8LCC6_ARATH Hyaluronan mediated motility receptor-like protein OS=Arabidopsis thaliana OX=3702 GN=At5g06265 PE=2 SV=1_1_53,0.405,0.527,0.028160121227427705,0.03907525823905559
tr|Q8W4R7|Q8W4R7_ARATH At1g76620/F14G6_22 OS=Arabidopsis thaliana OX=3702 GN=At1g76620 PE=1 SV=1_1_257,0.408,0.538,0.15246032748242624,0.16855878012788983
tr|Q93Z55|Q93Z55_ARATH Protein-lysine N-methyltransferase At3g58470 OS=Arabidopsis thaliana OX=3702 GN=At3g58470 PE=1 SV=1_1_67,0.444,0.58,0.0487856210801027,0.06266601082144616
tr|Q9C7X2|Q9C7X2_ARATH HIT zinc finger and PAPA-1-like domain-containing protein OS=Arabidopsis thaliana OX=3702 GN=At1g56460 PE=1 SV=1_1_427,0.403,0.548,0.21766216273098457,0.24424987702902115
sp|Q9CA68|GDL31_ARATH GDSL esterase/lipase At1g74460 OS=Arabidopsis thaliana OX=3702 GN=At1g74460 PE=2 SV=1_1_67,0.395,0.518,0.03771519973060571,0.04670929660600098
tr|Q9CA98|Q9CA98_ARATH At1g79970/F19K16.7 OS=Arabidopsis thaliana OX=3702 GN=F19K16.7 PE=1 SV=1_1_240,0.406,0.548,0.15355474176032327,0.17863256271519923
sp|Q9FF90|RL133_ARATH Large ribosomal subunit protein eL13x OS=Arabidopsis thaliana OX=3702 GN=RPL13D PE=1 SV=1_1_155,0.452,0.546,0.11238792776865765,0.131588785046729
tr|Q9FKZ4|Q9FKZ4_ARATH Ribosomal protein L25/Gln-tRNA synthetase; anti-codon-binding domain-containing protein OS=Arabidopsis thaliana OX=3702 GN=MUD21.12 PE=1 SV=1_1_75,0.429,0.537,0.04693353537904618,0.05847515986227251
sp|Q9LDH3|PT112_ARATH Probable sugar phosphate/phosphate translocator At1g12500 OS=Arabidopsis thaliana OX=3702 GN=At1g12500 PE=1 SV=1_1_47,0.438,0.532,0.027991749800058932,0.03846532218396458
sp|Q9LE54|SP1L2_ARATH Protein SPIRAL1-like 2 OS=Arabidopsis thaliana OX=3702 GN=SP1L2 PE=2 SV=1_1_110,0.437,0.558,0.07623016374121312,0.08765371372356126
tr|Q9LF45|Q9LF45_ARATH Adenine nucleotide alpha hydrolases-like superfamily protein OS=Arabidopsis thaliana OX=3702 GN=At5g17390 PE=1 SV=1_1_119,0.426,0.54,0.07968177800227301,0.08942449581898672
tr|Q9LXK2|Q9LXK2_ARATH Transmembrane protein OS=Arabidopsis thaliana OX=3702 GN=F3C22_20 PE=1 SV=1_1_52,0.439,0.573,0.03169592120217199,0.04389572060993605
sp|Q9M065|PP352_ARATH Small ribosomal subunit protein mL103 (rPPR7) OS=Arabidopsis thaliana OX=3702 GN=At4g36680 PE=1 SV=1_1_48,0.461,0.584,0.02773919265900576,0.04068863748155436
sp|Q9M098|EBFC1_ARATH Nucleoid-associated protein At4g30620; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=At4g30620 PE=1 SV=1_1_70,0.41,0.55,0.040282863997979534,0.05265125430398426
sp|Q9M373|AGP20_ARATH Arabinogalactan protein 20 OS=Arabidopsis thaliana OX=3702 GN=AGP20 PE=1 SV=1_1_39,0.446,0.566,0.016374121311613414,0.02545991146089523
sp|Q9M3A8|PP273_ARATH Pentatricopeptide repeat-containing protein At3g49240; mitochondrial OS=Arabidopsis thaliana OX=3702 GN=EMB1796 PE=1 SV=1_1_81,0.406,0.502,0.05105863534958118,0.0663059517953763
sp|Q9M3A8|PP273_ARATH Pentatricopeptide repeat-containing protein At3g49240; mitochondrial OS=Arabidopsis thaliana OX=3702 GN=EMB1796 PE=1 SV=1_568_629,0.442,0.564,0.04179820684429852,0.05664535169699951
sp|Q9MA74|SDC1_ARATH Serine decarboxylase OS=Arabidopsis thaliana OX=3702 GN=SDC PE=1 SV=1_1_71,0.457,0.57,0.053079092478006476,0.06650270536153467
tr|Q9S9N7|Q9S9N7_ARATH At1g15970 OS=Arabidopsis thaliana OX=3702 GN=At1g15970 PE=1 SV=1_1_142,0.435,0.577,0.1079681778002273,0.12419085095917365
sp|Q9SB79|REM4_ARATH Putative B3 domain-containing protein REM4 OS=Arabidopsis thaliana OX=3702 GN=REM4 PE=3 SV=1_108_181,0.361,0.484,0.042008671128509485,0.047830791933103786
sp|Q9SB79|REM4_ARATH Putative B3 domain-containing protein REM4 OS=Arabidopsis thaliana OX=3702 GN=REM4 PE=3 SV=1_263_302,0.429,0.549,0.01506924274950541,0.02784062961141171
sp|Q9SB79|REM4_ARATH Putative B3 domain-containing protein REM4 OS=Arabidopsis thaliana OX=3702 GN=REM4 PE=3 SV=1_402_472,0.437,0.558,0.04891189965062929,0.06227250368912937
sp|Q9SF40|RL4A_ARATH Large ribosomal subunit protein uL4z OS=Arabidopsis thaliana OX=3702 GN=RPL4A PE=1 SV=1_1_200,0.395,0.532,0.12480532053710484,0.14591244466305953
sp|Q9SJM0|CALSA_ARATH Callose synthase 10 OS=Arabidopsis thaliana OX=3702 GN=CALS10 PE=2 SV=5_1_58,0.431,0.532,0.033295449762175355,0.04253812100344319
sp|Q9STM3|REF6_ARATH Lysine-specific demethylase REF6 OS=Arabidopsis thaliana OX=3702 GN=REF6 PE=1 SV=1_394_721,0.412,0.552,0.18554531296039062,0.21477619281849486
sp|Q9STM3|REF6_ARATH Lysine-specific demethylase REF6 OS=Arabidopsis thaliana OX=3702 GN=REF6 PE=1 SV=1_842_1245,0.346,0.474,0.16875026308035526,0.15909493359567142
tr|Q9SZK4|Q9SZK4_ARATH Exostosin family protein OS=Arabidopsis thaliana OX=3702 GN=At4g38040 PE=1 SV=1_1_84,0.42,0.551,0.060529528139074806,0.07427447122479094
tr|Q9XI82|Q9XI82_ARATH F7A19.14 protein OS=Arabidopsis thaliana OX=3702 GN=F7A19.14 PE=1 SV=1_1_84,0.458,0.588,0.0681062423706697,0.087929168716183
tr|Q9ZQE3|Q9ZQE3_ARATH TRAF-like family protein OS=Arabidopsis thaliana OX=3702 GN=At2g15710 PE=4 SV=1_1_65,0.434,0.554,0.04184029970114071,0.051706837186424014
sp|Q9ZUL5|CHR19_ARATH Protein CHROMATIN REMODELING 19 OS=Arabidopsis thaliana OX=3702 GN=ETL1 PE=1 SV=1_1_156,0.432,0.541,0.10375889211600792,0.11614363010329562
tr|Q9ZUP8|Q9ZUP8_ARATH At2g12290 OS=Arabidopsis thaliana OX=3702 GN=At2g12290 PE=2 SV=1_75_133,0.416,0.529,0.03165382834532979,0.036969995081160854
tr|A0A1P8AZZ2|A0A1P8AZZ2_ARATH Alpha/beta-Hydrolases superfamily protein OS=Arabidopsis thaliana OX=3702 GN=At2g36290 PE=1 SV=1_1_31,0.453,0.595,0.009512985646335816,0.023393999016232177
tr|A0A1P8B2L4|A0A1P8B2L4_ARATH EEIG1/EHBP1 protein amino-terminal domain protein OS=Arabidopsis thaliana OX=3702 GN=At2g25460 PE=1 SV=1_117_277,0.404,0.535,0.0996337921454729,0.12120019675356618
sp|B3H615|ING2_ARATH PHD finger protein ING2 OS=Arabidopsis thaliana OX=3702 GN=ING2 PE=1 SV=1_131_200,0.399,0.53,0.047943763943258826,0.06488932611903592
tr|B3H686|B3H686_ARATH Uncharacterized protein OS=Arabidopsis thaliana OX=3702 GN=At3g59490 PE=1 SV=1_108_167,0.429,0.558,0.04053542113903271,0.05245450073782587
sp|F4IJ79|TAC1_ARATH Protein TILLER ANGLE CONTROL 1 OS=Arabidopsis thaliana OX=3702 GN=TAC1 PE=2 SV=1_1_170,0.426,0.542,0.11259839205286863,0.12867683226758486
sp|F4ISE1|RLF12_ARATH Protein RALF-like 12 OS=Arabidopsis thaliana OX=3702 GN=RALFL12 PE=2 SV=1_1_72,0.449,0.534,0.05063770678115924,0.061485489424495825
tr|F4IYM6|F4IYM6_ARATH mRNA guanylyltransferase OS=Arabidopsis thaliana OX=3702 GN=At3g09100 PE=1 SV=1_1_65,0.393,0.502,0.03872542829481836,0.04755533694048204
tr|F4IYM6|F4IYM6_ARATH mRNA guanylyltransferase OS=Arabidopsis thaliana OX=3702 GN=At3g09100 PE=1 SV=1_268_320,0.466,0.567,0.03514753546323189,0.04716182980816528
sp|F4JIK2|ATCA4_ARATH Alpha carbonic anhydrase 4 OS=Arabidopsis thaliana OX=3702 GN=ACA4 PE=3 SV=1_1_41,0.429,0.539,0.01506924274950541,0.025755041810132807
sp|F4JTN2|LAZ1_ARATH Protein LAZ1 OS=Arabidopsis thaliana OX=3702 GN=LAZ1 PE=1 SV=1_402_485,0.414,0.546,0.05219514248432042,0.06579439252336448
tr|F4K723|F4K723_ARATH Transmembrane protein OS=Arabidopsis thaliana OX=3702 GN=At5g28190 PE=4 SV=1_1_169,0.428,0.572,0.11899650629288208,0.13776684702410233
sp|O22798|NAC41_ARATH NAC domain-containing protein 41 OS=Arabidopsis thaliana OX=3702 GN=NAC041 PE=2 SV=1_161_268,0.412,0.522,0.06688554952224607,0.0791342843089031
tr|O23119|O23119_ARATH At1g23050 OS=Arabidopsis thaliana OX=3702 GN=T26J12.17 PE=2 SV=1_1_161,0.361,0.478,0.09517194932020036,0.10284308903098871
sp|O49434|AAH_ARATH Allantoate deiminase OS=Arabidopsis thaliana OX=3702 GN=AAH PE=1 SV=2_1_81,0.393,0.509,0.043355642547459695,0.052493851451057554
sp|O82281|BRXL1_ARATH Protein Brevis radix-like 1 OS=Arabidopsis thaliana OX=3702 GN=BRXL1 PE=2 SV=2_1_138,0.418,0.546,0.09277265648019531,0.10898180029513035
sp|O82281|BRXL1_ARATH Protein Brevis radix-like 1 OS=Arabidopsis thaliana OX=3702 GN=BRXL1 PE=2 SV=2_201_282,0.402,0.498,0.05139537820431873,0.06146581406787998
sp|P25856|G3PA1_ARATH Glyceraldehyde-3-phosphate dehydrogenase GAPA1; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=GAPA1 PE=1 SV=3_1_41,0.442,0.575,0.018310392726354336,0.028745696015740292
sp|P43273|TGA2_ARATH Transcription factor TGA2 OS=Arabidopsis thaliana OX=3702 GN=TGA2 PE=1 SV=1_1_49,0.426,0.56,0.0268552426653197,0.037894736842105266
sp|P46640|KNAT2_ARATH Homeobox protein knotted-1-like 2 OS=Arabidopsis thaliana OX=3702 GN=KNAT2 PE=1 SV=3_1_55,0.431,0.554,0.03211684977059393,0.044938514510575504
sp|P46640|KNAT2_ARATH Homeobox protein knotted-1-like 2 OS=Arabidopsis thaliana OX=3702 GN=KNAT2 PE=1 SV=3_169_207,0.464,0.572,0.015953192743191486,0.02571569109690114
sp|P49637|R27A3_ARATH Large ribosomal subunit protein uL15x OS=Arabidopsis thaliana OX=3702 GN=RPL27AC PE=2 SV=2_1_35,0.479,0.603,0.016963421307404133,0.029296606000983775
sp|P61430|SYCP2_ARATH Synaptonemal complex protein 2 OS=Arabidopsis thaliana OX=3702 GN=ZYP1B PE=2 SV=1_1_42,0.431,0.53,0.020583406995832804,0.02817511067388097
sp|P61430|SYCP2_ARATH Synaptonemal complex protein 2 OS=Arabidopsis thaliana OX=3702 GN=ZYP1B PE=2 SV=1_705_856,0.411,0.532,0.10262238498126866,0.11512051155927203
sp|Q1HDT2|CHX24_ARATH Cation/H(+) antiporter 24 OS=Arabidopsis thaliana OX=3702 GN=CHX24 PE=2 SV=2_1_50,0.433,0.538,0.02874942122321842,0.03915395966551894
tr|Q3EB68|Q3EB68_ARATH Uncharacterized protein OS=Arabidopsis thaliana OX=3702 GN=At3g13674 PE=4 SV=2_1_95,0.442,0.568,0.07176832091594056,0.08826364977865224
sp|Q4V389|PPR55_ARATH Pentatricopeptide repeat-containing protein At1g22830 OS=Arabidopsis thaliana OX=3702 GN=PCMP-E24 PE=2 SV=1_1_42,0.466,0.553,0.02386664982952393,0.03401869158878505
sp|Q4V389|PPR55_ARATH Pentatricopeptide repeat-containing protein At1g22830 OS=Arabidopsis thaliana OX=3702 GN=PCMP-E24 PE=2 SV=1_667_703,0.471,0.608,0.01725807130529949,0.02789965568125923
tr|Q500W8|Q500W8_ARATH At1g26520 OS=Arabidopsis thaliana OX=3702 GN=At1g26520 PE=1 SV=1_1_34,0.473,0.579,0.014690407037925665,0.02195769798327595
sp|Q52QU1|ERF42_ARATH Ethylene-responsive transcription factor ERF042 OS=Arabidopsis thaliana OX=3702 GN=ERF042 PE=2 SV=1_1_41,0.465,0.542,0.017047607021088516,0.02660108214461387
sp|Q52QU1|ERF42_ARATH Ethylene-responsive transcription factor ERF042 OS=Arabidopsis thaliana OX=3702 GN=ERF042 PE=2 SV=1_112_225,0.431,0.558,0.08191269941490929,0.0961731431382194
sp|Q5PP32|WTR25_ARATH WAT1-related protein At3g45870 OS=Arabidopsis thaliana OX=3702 GN=At3g45870 PE=2 SV=1_348_385,0.464,0.573,0.020793871280043775,0.030162321692080673
sp|Q6DBH0|APD2_ARATH E3 ubiquitin-protein ligase APD2 OS=Arabidopsis thaliana OX=3702 GN=APD2 PE=1 SV=1_1_71,0.353,0.479,0.03657869259586648,0.04440727988194787
sp|Q6DBH0|APD2_ARATH E3 ubiquitin-protein ligase APD2 OS=Arabidopsis thaliana OX=3702 GN=APD2 PE=1 SV=1_333_392,0.442,0.561,0.03805194258534327,0.04700442695523857
sp|Q84UV0|LINS_ARATH S-(+)-linalool synthase; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=TPS14 PE=1 SV=2_1_66,0.438,0.556,0.04546028538956939,0.059045745204131826
sp|Q84WV6|MORC1_ARATH Protein MICRORCHIDIA 1 OS=Arabidopsis thaliana OX=3702 GN=MORC1 PE=1 SV=1_1_31,0.446,0.556,0.007955549943174638,0.01851451057550418
sp|Q84WV6|MORC1_ARATH Protein MICRORCHIDIA 1 OS=Arabidopsis thaliana OX=3702 GN=MORC1 PE=1 SV=1_484_573,0.41,0.547,0.06549648524645368,0.07940973930152484
tr|Q8GXC5|Q8GXC5_ARATH DNA-binding protein OS=Arabidopsis thaliana OX=3702 GN=At1g75560 PE=1 SV=1_1_53,0.434,0.558,0.03544218546112725,0.044958189867191356
tr|Q8GXC5|Q8GXC5_ARATH DNA-binding protein OS=Arabidopsis thaliana OX=3702 GN=At1g75560 PE=1 SV=1_195_257,0.423,0.54,0.03544218546112725,0.044171175602557795
sp|Q8L7N8|C3H57_ARATH Zinc finger CCCH domain-containing protein 57 OS=Arabidopsis thaliana OX=3702 GN=ZFN3 PE=2 SV=2_1_43,0.427,0.554,0.017889464157932394,0.02703393999016232
sp|Q8L7N8|C3H57_ARATH Zinc finger CCCH domain-containing protein 57 OS=Arabidopsis thaliana OX=3702 GN=ZFN3 PE=2 SV=2_120_239,0.384,0.493,0.07033716378330598,0.08210526315789475
sp|Q8L7N8|C3H57_ARATH Zinc finger CCCH domain-containing protein 57 OS=Arabidopsis thaliana OX=3702 GN=ZFN3 PE=2 SV=2_309_375,0.432,0.566,0.04550237824641159,0.05648794884407281
tr|Q8RW95|Q8RW95_ARATH AT5g38690/MBB18_24 OS=Arabidopsis thaliana OX=3702 GN=MBB18.24 PE=1 SV=1_148_258,0.447,0.589,0.08835290651176493,0.1051844564682735
sp|Q8RX66|NEK3_ARATH Serine/threonine-protein kinase Nek3 OS=Arabidopsis thaliana OX=3702 GN=NEK3 PE=2 SV=1_273_568,0.42,0.546,0.1801574272845898,0.19777668470241022
sp|Q8S9J8|CAP1_ARATH Probable clathrin assembly protein At4g32285 OS=Arabidopsis thaliana OX=3702 GN=At4g32285 PE=1 SV=2_157_225,0.41,0.525,0.040324956854821736,0.04948352188883424
sp|Q8S9J8|CAP1_ARATH Probable clathrin assembly protein At4g32285 OS=Arabidopsis thaliana OX=3702 GN=At4g32285 PE=1 SV=2_359_635,0.398,0.542,0.16306772740665906,0.1799901623216921
sp|Q8VZ55|RK35_ARATH Large ribosomal subunit protein bL35c OS=Arabidopsis thaliana OX=3702 GN=RPL35 PE=1 SV=1_1_145,0.431,0.572,0.1120511849139201,0.13300541072306937
tr|Q93YW4|Q93YW4_ARATH Proline-rich spliceosome-associated (PSP) family protein / zinc knuckle (CCHC-type) family protein OS=Arabidopsis thaliana OX=3702 GN=MBB18.15 PE=1 SV=1_1_532,0.361,0.499,0.22258702698152125,0.23946876537137235
sp|Q94B60|CLPP4_ARATH ATP-dependent Clp protease proteolytic subunit 4; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=CLPP4 PE=1 SV=1_1_75,0.456,0.57,0.05855116386749168,0.07150024594195771
tr|Q94K48|Q94K48_ARATH ARM repeat superfamily protein OS=Arabidopsis thaliana OX=3702 GN=At3g62530 PE=1 SV=1_1_79,0.409,0.552,0.05303699962116429,0.06660108214461388
sp|Q96502|COL2_ARATH Zinc finger protein CONSTANS-LIKE 2 OS=Arabidopsis thaliana OX=3702 GN=COL2 PE=1 SV=1_97_347,0.378,0.49,0.12943553478974618,0.14850959173635023
sp|Q9ASQ5|CRCK3_ARATH Calmodulin-binding receptor-like cytoplasmic kinase 3 OS=Arabidopsis thaliana OX=3702 GN=CRCK3 PE=2 SV=1_1_40,0.449,0.579,0.017384349875826075,0.027761928184948357
sp|Q9ASQ5|CRCK3_ARATH Calmodulin-binding receptor-like cytoplasmic kinase 3 OS=Arabidopsis thaliana OX=3702 GN=CRCK3 PE=2 SV=1_107_220,0.428,0.555,0.08776360651597422,0.10361042793900642
tr|Q9FG96|Q9FG96_ARATH AT5g50150/MPF21_17 OS=Arabidopsis thaliana OX=3702 GN=LOTR1 PE=1 SV=1_1_40,0.463,0.581,0.018605042724249694,0.029768814559763893
sp|Q9FJX9|DAR7_ARATH Protein DA1-related 7 OS=Arabidopsis thaliana OX=3702 GN=DAR7 PE=2 SV=2_1_189,0.415,0.557,0.12880414193711326,0.1457550418101328
sp|Q9FJX9|DAR7_ARATH Protein DA1-related 7 OS=Arabidopsis thaliana OX=3702 GN=DAR7 PE=2 SV=2_476_508,0.44,0.56,0.008123921370543418,0.015071323167732416
sp|Q9FN77|AATPG_ARATH AAA-ATPase At5g17740 OS=Arabidopsis thaliana OX=3702 GN=At5g17740 PE=3 SV=1_457_533,0.444,0.529,0.05240560676853137,0.06589276930644367
sp|Q9FY94|SWT15_ARATH Bidirectional sugar transporter SWEET15 OS=Arabidopsis thaliana OX=3702 GN=SWEET15 PE=1 SV=1_220_292,0.446,0.57,0.0535842067601128,0.06998524348253814
sp|Q9FYF4|FB77_ARATH Putative F-box protein At1g67390 OS=Arabidopsis thaliana OX=3702 GN=At1g67390 PE=4 SV=1_1_33,0.476,0.585,0.014606221324241279,0.025873093949827845
tr|Q9LFJ5|Q9LFJ5_ARATH Cathepsin-related OS=Arabidopsis thaliana OX=3702 GN=At5g17080 PE=2 SV=1_1_37,0.435,0.583,0.010144378498968718,0.022351205115592725
sp|Q9LFT5|EPFL1_ARATH EPIDERMAL PATTERNING FACTOR-like protein 1 OS=Arabidopsis thaliana OX=3702 GN=EPFL1 PE=1 SV=1_1_47,0.47,0.575,0.03460032832428337,0.046650270536153476
sp|Q9LG02|HMG11_ARATH Putative high mobility group B protein 11 OS=Arabidopsis thaliana OX=3702 GN=HMGB11 PE=1 SV=2_194_245,0.424,0.549,0.032411499768489276,0.045843580914904085
sp|Q9LG02|HMG11_ARATH Putative high mobility group B protein 11 OS=Arabidopsis thaliana OX=3702 GN=HMGB11 PE=1 SV=2_295_337,0.462,0.596,0.02113061413478132,0.033408755533694046
tr|Q9LHJ4|Q9LHJ4_ARATH Transmembrane protein OS=Arabidopsis thaliana OX=3702 GN=At3g29300 PE=4 SV=1_44_221,0.422,0.567,0.12611019909921287,0.14603049680275454
sp|Q9LJU7|PPA18_ARATH Purple acid phosphatase 18 OS=Arabidopsis thaliana OX=3702 GN=PAP18 PE=2 SV=1_1_32,0.431,0.553,0.008671128509491935,0.015740285292670936
tr|Q9LKU3|Q9LKU3_ARATH Tetratricopeptide repeat (TPR)-like superfamily protein OS=Arabidopsis thaliana OX=3702 GN=T32B20.g PE=1 SV=1_772_917,0.419,0.571,0.10535842067601126,0.12405312346286279
tr|Q9LNW6|Q9LNW6_ARATH Concanavalin A-like lectin family protein OS=Arabidopsis thaliana OX=3702 GN=At1g07460 PE=3 SV=1_275_322,0.466,0.574,0.03304289262112219,0.04517461878996558
tr|Q9LPK8|Q9LPK8_ARATH F24J8.12 protein OS=Arabidopsis thaliana OX=3702 GN=At1g21510 PE=2 SV=1_1_323,0.413,0.548,0.1932483057625121,0.21865223807181508
sp|Q9LRZ4|P2C41_ARATH Probable protein phosphatase 2C 41 OS=Arabidopsis thaliana OX=3702 GN=At3g16800 PE=2 SV=1_1_58,0.439,0.576,0.03548427831796943,0.0482439744220364
sp|Q9LS00|HHO1_ARATH Transcription factor HHO1 OS=Arabidopsis thaliana OX=3702 GN=HHO1 PE=1 SV=1_62_199,0.402,0.52,0.089447320789662,0.08796851942941468
sp|Q9LS00|HHO1_ARATH Transcription factor HHO1 OS=Arabidopsis thaliana OX=3702 GN=HHO1 PE=1 SV=1_251_357,0.399,0.533,0.0673906638043524,0.0825381210034432
sp|Q9LS06|RAVL4_ARATH AP2/ERF and B3 domain-containing transcription factor ARF14 OS=Arabidopsis thaliana OX=3702 GN=ARF14 PE=2 SV=1_1_33,0.47,0.583,0.01069158563791725,0.02126906050172159
tr|Q9LTR0|Q9LTR0_ARATH At3g20340 OS=Arabidopsis thaliana OX=3702 GN=At3g20340 PE=2 SV=1_1_52,0.408,0.541,0.024498042682156832,0.03220855878012789
sp|Q9LTT9|VCR_ARATH Varicose-related protein OS=Arabidopsis thaliana OX=3702 GN=VCR PE=2 SV=1_1_142,0.4,0.521,0.09597171360020204,0.11594687653713726
sp|Q9LTT9|VCR_ARATH Varicose-related protein OS=Arabidopsis thaliana OX=3702 GN=VCR PE=2 SV=1_544_918,0.414,0.554,0.21606263417098115,0.24739793408755534
sp|Q9LTT9|VCR_ARATH Varicose-related protein OS=Arabidopsis thaliana OX=3702 GN=VCR PE=2 SV=1_1091_1143,0.426,0.556,0.029549185503220096,0.03925233644859813
sp|Q9LV03|GLUT1_ARATH Glutamate synthase 1 [NADH]; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=GLT1 PE=1 SV=2_1_92,0.441,0.567,0.06558067096013806,0.0809640924741761
sp|Q9LV03|GLUT1_ARATH Glutamate synthase 1 [NADH]; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=GLT1 PE=1 SV=2_1648_1697,0.453,0.582,0.029128256934798164,0.041377274963108716
sp|Q9LVT8|RGGC_ARATH RGG repeats nuclear RNA binding protein C OS=Arabidopsis thaliana OX=3702 GN=RGGC PE=1 SV=1_1_357,0.4,0.534,0.19068064149513828,0.2148942449581899
sp|Q9LW88|NU50B_ARATH Nuclear pore complex protein NUP50B OS=Arabidopsis thaliana OX=3702 GN=NUP50B PE=1 SV=1_1_331,0.439,0.571,0.2000673485709475,0.22646335464830303
sp|Q9LYT7|LEUD2_ARATH 3-isopropylmalate dehydratase small subunit 3 OS=Arabidopsis thaliana OX=3702 GN=SSU3 PE=1 SV=1_1_67,0.44,0.564,0.04634423538325546,0.05741269060501722
sp|Q9LZT0|H2B7_ARATH Histone H2B.7 OS=Arabidopsis thaliana OX=3702 GN=At3g46030 PE=1 SV=3_1_52,0.483,0.623,0.04150355684640316,0.05898671913428431
tr|Q9LZT8|Q9LZT8_ARATH Protein kinase superfamily protein OS=Arabidopsis thaliana OX=3702 GN=F16L2_130 PE=4 SV=1_159_192,0.431,0.561,0.008502757082123162,0.017511067388096414
sp|Q9M2T9|SYMM_ARATH Methionine--tRNA ligase; chloroplastic/mitochondrial OS=Arabidopsis thaliana OX=3702 GN=OVA1 PE=2 SV=1_1_69,0.4,0.514,0.04150355684640316,0.048539104771273975
sp|Q9M2T9|SYMM_ARATH Methionine--tRNA ligase; chloroplastic/mitochondrial OS=Arabidopsis thaliana OX=3702 GN=OVA1 PE=2 SV=1_582_616,0.455,0.598,0.014648314181083465,0.025440236104279396
sp|Q9S7D1|DGDG1_ARATH Digalactosyldiacylglycerol synthase 1; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=DGD1 PE=1 SV=1_1_113,0.388,0.543,0.07336784947594394,0.09013280865715692
tr|Q9S9N2|Q9S9N2_ARATH T24D18.13 OS=Arabidopsis thaliana OX=3702 GN=T24D18.13 PE=4 SV=1_1_123,0.409,0.537,0.08153386370332953,0.09375307427447123
sp|Q9SMN1|GCAL2_ARATH Gamma carbonic anhydrase-like 2; mitochondrial OS=Arabidopsis thaliana OX=3702 GN=GAMMACAL2 PE=1 SV=1_1_48,0.44,0.576,0.02651849981058214,0.04031480570585341
tr|Q9SV06|Q9SV06_ARATH ARM repeat superfamily protein OS=Arabidopsis thaliana OX=3702 GN=F4F15.90 PE=1 SV=1_1_80,0.431,0.525,0.04777539251589005,0.05892769306443679
sp|Q9T0J6|DUS3L_ARATH tRNA-dihydrouridine(47) synthase [NAD(P)(+)]-like OS=Arabidopsis thaliana OX=3702 GN=At4g38890 PE=1 SV=2_1_105,0.422,0.544,0.07618807088437093,0.09054599114608955
sp|Q9T0J6|DUS3L_ARATH tRNA-dihydrouridine(47) synthase [NAD(P)(+)]-like OS=Arabidopsis thaliana OX=3702 GN=At4g38890 PE=1 SV=2_203_326,0.428,0.579,0.0921412636275624,0.10841121495327105
tr|A0A1I9LPY2|A0A1I9LPY2_ARATH D-galactoside/L-rhamnose binding SUEL lectin protein OS=Arabidopsis thaliana OX=3702 GN=At3g53075 PE=1 SV=1_1_107,0.404,0.523,0.06499137096434734,0.08198721101819971
tr|A0A1P8AW93|A0A1P8AW93_ARATH TATA box-binding protein associated factor RNA polymerase I subunit B (Fragment) OS=Arabidopsis thaliana OX=3702 GN=At1g42615 PE=3 SV=1_113_143,0.464,0.563,0.007745085658963673,0.01743236596163306
